#NSECH-LV0-MER-VSS-78.97,10.27.78.97,SW
#NSECH-LV0-MER1-ASR-R1-78.100,10.27.78.100,RTR
#NSECH-LV0-MER2-ASR-R2-78.101,10.27.78.101,RTR
#NTGH-NHS-VPN-1-16,10.138.1.16,ASA
#WGH-WLC-228.95,10.167.228.95,WLC
#NTGH-COIN-PAC-R2,10.138.1.105,RTR
NTGH-A5-ASR-R3-78.102,10.27.78.102,RTR
#NTGH-CoreVSS-6500,10.138.1.1,SW
